Title,Release_Year,Location,Fun_Facts,Production_Company,Distributor,Director,Writer,Actor_1,Actor_2,Actor_3,Latitude,Longitude,Accuracy_Score,Accuracy_Type,Number,Street,City,State,County,Zip,Country
Basic Instinct,1992,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.795143,-122.40767,1,street_center,,Old Chinatown Ln,San Francisco,CA,San Francisco County,94108,San Francisco County
Basic Instinct,1992,Gibb Street (Chinatown),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.795914,-122.404068,1,street_center,,Gibb St,San Francisco,CA,San Francisco County,94133,San Francisco County
Basic Instinct,1992,1158-70 Montgomery Street,,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.78979,-122.401956,1,range_interpolation,70,Montgomery St,San Francisco,CA,San Francisco County,94104,San Francisco County
Basic Instinct,1992,2104 Broadway,,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.794945,-122.432044,1,rooftop,2104,Broadway,San Francisco,CA,San Francisco County,94123,San Francisco County
Bedazzled,2000,1155 Filbert Street at Hyde,,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,37.800134,-122.419232,1,intersection,,Filbert St,San Francisco,CA,San Francisco County,94109,San Francisco County
Bedazzled,2000,"Washington Square Park (Filbert, between Stockton and Powell)",,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,37.794737,-122.409722,1,intersection,,Powell St,San Francisco,CA,San Francisco County,94108,San Francisco County
Blue Jasmine,2013,5546 Geary Ave,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.780608,-122.479153,1,rooftop,5546,Geary Blvd,San Francisco,CA,San Francisco County,94121,San Francisco County
Bedazzled,2000,Vaillancourt Fountain (Justin Herman Plaza),"Installed in 1975, the Vaillancourt Fountain is officially titled, ""QuÃƒÂ©bec Libre!"". The night before the sculpture's inauguration, artist Armand Vaillancourt inscribed ""QuÃƒÂ©bec libre!"" in red letters on the sculpture. The next day when he noticed that the note had been erased, Vaillancourt jumped on the statue to re-inscribe his message. ",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Bedazzled,2000,Montgomery & Market Streets,,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,37.789263,-122.401375,0.9,intersection,,Market St,San Francisco,CA,San Francisco County,94104,San Francisco County
Bedazzled,2000,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Bicentennial Man,1999,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",1492 Pictures,Buena Vista Pictures,Chris Columbus,Nicholas Kazan,Robin Williams,,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Bicentennial Man,1999,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",1492 Pictures,Buena Vista Pictures,Chris Columbus,Nicholas Kazan,Robin Williams,,,37.810827,-122.477578,1,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,San Francisco County
Bicentennial Man,1999,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",1492 Pictures,Buena Vista Pictures,Chris Columbus,Nicholas Kazan,Robin Williams,,,37.815868,-122.371774,1,street_center,,Treasure Island Rd,San Francisco,CA,San Francisco County,94130,San Francisco County
Bicentennial Man,1999,"Postcard Row, Alamo Square, Hayes Valley",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,1492 Pictures,Buena Vista Pictures,Chris Columbus,Nicholas Kazan,Robin Williams,,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Bicentennial Man,1999,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,1492 Pictures,Buena Vista Pictures,Chris Columbus,Nicholas Kazan,Robin Williams,,,37.775757,-122.415485,1,street_center,,Grace St,San Francisco,CA,San Francisco County,94103,San Francisco County
Big Eyes,2014,Nobles Alley,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,37.801091,-122.407555,1,street_center,,Nobles Aly,San Francisco,CA,San Francisco County,94133,San Francisco County
Big Eyes,2014,Caffe Trieste,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Big Eyes,2014,Palace of Fine Arts,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Big Eyes,2014,1101 Filbert St. ,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,37.800186,-122.417793,1,rooftop,1101,Filbert St,San Francisco,CA,San Francisco County,94109,San Francisco County
Big Eyes,2014,Saints Peter & Paul Church,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Big Eyes,2014,Green St. & Grant Ave.,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,37.799704,-122.407395,1,intersection,,Grant Ave,San Francisco,CA,San Francisco County,94133,San Francisco County
Big Eyes,2014,Filbert St. & Leavenworth,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,37.800458,-122.416648,0.92,intersection,,Filbert St,San Francisco,CA,San Francisco County,94133,San Francisco County
Big Eyes,2014,Pine St. & Grant,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,37.791498,-122.405742,1,intersection,,Grant Ave,San Francisco,CA,San Francisco County,94108,San Francisco County
Big Eyes,2014,Way Faire Inn on Leidesdorff,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Big Eyes,2014,Harry's Bar on Fillmore,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,37.799297,-122.429764,1,street_center,,Harris Pl,San Francisco,CA,San Francisco County,94123,San Francisco County
Big Sur,2013,"Tosca CafÃƒÂ© (242 Columbus Avenue, North Beach)",,3311 Productions,,Michael Polish,Jack Kerouac & Michael Polish,Josh Lucas,Kate Bosworth,Stana Katic,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Birdman of Alcatraz,1962,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,Norma Productions,United Artists,John Frankenheimer,Guy Trosper,Burt Lancaster,Karl Maden,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Birdman of Alcatraz,1962,Pier 43 1/2,,Norma Productions,United Artists,John Frankenheimer,Guy Trosper,Burt Lancaster,Karl Maden,,37.795146,-122.394324,1,street_center,,Pier,San Francisco,CA,San Francisco County,94105,San Francisco County
Blue Jasmine,2013,Jones & Pacific,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.793702,-122.414596,1,street_center,,Jones St,San Francisco,CA,San Francisco County,94109,San Francisco County
Blue Jasmine,2013,Pacific & Divisadero,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.792511,-122.441333,1,intersection,,Divisadero St,San Francisco,CA,San Francisco County,94115,San Francisco County
Blue Jasmine,2013,Lombard & Hyde,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.801995,-122.419614,1,intersection,,Hyde St,San Francisco,CA,San Francisco County,94109,San Francisco County
Blue Jasmine,2013,2898 Broadway,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.793335,-122.44471,1,rooftop,2898,Broadway,San Francisco,CA,San Francisco County,94123,San Francisco County
Blue Jasmine,2013,Motel Capri,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Blue Jasmine,2013,Marina Green,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.806648,-122.4361,1,street_center,,Marina Green Dr,San Francisco,CA,San Francisco County,94123,San Francisco County
Blue Jasmine,2013,Ocean Beach at Lincoln,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.726635,-122.466073,1,street_center,,Ocean Ave,San Francisco,CA,San Francisco County,94127,San Francisco County
Blue Jasmine,2013,Heald College,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Blue Jasmine,2013,Marina Blvd from Laguna to Baker,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.806252,-122.437461,1,street_center,,Marina Blvd,San Francisco,CA,San Francisco County,94123,San Francisco County
Blue Jasmine,2013,330 Santa Clara Ave.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.734209,-122.466499,1,rooftop,330,Santa Clara Ave,San Francisco,CA,San Francisco County,94127,San Francisco County
Blue Jasmine,2013,200 Post St. ,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.788932,-122.405513,1,rooftop,200,Post St,San Francisco,CA,San Francisco County,94108,San Francisco County
Blue Jasmine,2013,2179 48th Ave,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.745553,-122.507258,1,rooftop,2179,48th Ave,San Francisco,CA,San Francisco County,94116,San Francisco County
Blue Jasmine,2013,The Ramp Restaurant,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Blue Jasmine,2013,303-305 S. Van Ness,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.768351,-122.417647,1,range_interpolation,305,S Van Ness Ave,San Francisco,CA,San Francisco County,94103,San Francisco County
Blue Jasmine,2013,3563 20th St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.758402,-122.420273,1,range_interpolation,3563,20th St,San Francisco,CA,San Francisco County,94110,San Francisco County
Blue Jasmine,2013,Taylor & Green St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.798888,-122.41393,0.8,intersection,,Green St,San Francisco,CA,San Francisco County,94133,San Francisco County
Blue Jasmine,2013,Grant & Washington St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.795144,-122.406476,1,intersection,,Grant Ave,San Francisco,CA,San Francisco County,94108,San Francisco County
Blue Jasmine,2013,2934 24th St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.752937,-122.410623,1,rooftop,2934,24th St,San Francisco,CA,San Francisco County,94110,San Francisco County
Blue Jasmine,2013,1138 Alabama St,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.753646,-122.411333,1,rooftop,1138,Alabama St,San Francisco,CA,San Francisco County,94110,San Francisco County
Blue Jasmine,2013,South Park,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.781987,-122.393246,1,street_center,,S Park Ave,San Francisco,CA,San Francisco County,94107,San Francisco County
Blue Jasmine,2013,2915 16th St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.764929,-122.417909,1,rooftop,2915,16th St,San Francisco,CA,San Francisco County,94110,San Francisco County
Blue Jasmine,2013,Trolley Car from Market and 11th,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Blue Jasmine,2013,Real Guitars,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Blue Jasmine,2013,Aub Zam Zam Bar,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Blue Jasmine,2013,790 Ulloa ,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.740811,-122.464423,1,range_interpolation,790,Ulloa St,San Francisco,CA,San Francisco County,94127,San Francisco County
Blue Jasmine,2013,SFO International Airport Terminal 3,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Blue Jasmine,2013,2178 Palou Ave.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.740733,-122.401728,1,rooftop,2178,Palou Ave,San Francisco,CA,San Francisco County,94124,San Francisco County
Boys and Girls,2000,1122 Folsom Street,,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,37.776392,-122.408686,1,rooftop,1122,Folsom St,San Francisco,CA,San Francisco County,94103,San Francisco County
Boys and Girls,2000,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Boys and Girls,2000,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,37.810827,-122.477578,1,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,San Francisco County
Boys and Girls,2000,Fisherman's Wharf,"Supposedly, Mikhail S. Gorbachev has said that his favorite part of visiting America was touring Fisherman's Wharf.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,37.808816,-122.415843,1,street_center,,Fishermans Wharf,San Francisco,CA,San Francisco County,94133,San Francisco County
